Sno,Date,Time,State/UnionTerritory,ConfirmedIndianNational,ConfirmedForeignNational,Cum_Cured,Cum_Deaths,Cum_Confirmed,Cured,Deaths,Confirmed
3188,19/06/20,8:00 AM,Kerala,-,-,1415,21,2794,89,1,97
3224,20/06/20,8:00 AM,Kerala,-,-,1511,21,2912,96,0,118
3260,21/06/20,8:00 AM,Kerala,-,-,1568,21,3039,57,0,127
3296,22/06/20,8:00 AM,Kerala,-,-,1661,21,3172,93,0,133
3332,23/06/20,8:00 AM,Kerala,-,-,1749,21,3310,88,0,138
3368,24/06/20,8:00 AM,Kerala,-,-,1809,22,3451,60,1,141
3404,25/06/20,8:00 AM,Kerala,-,-,1888,22,3603,79,0,152
3440,26/06/20,8:00 AM,Kerala,-,-,1943,22,3726,55,0,123
3476,27/06/20,8:00 AM,Kerala,-,-,2008,22,3876,65,0,150
3512,28/06/20,8:00 AM,Kerala,-,-,2110,22,4071,102,0,195
3548,29/06/20,8:00 AM,Kerala,-,-,2152,22,4189,42,0,118
3584,30/06/20,8:00 AM,Kerala,-,-,2152,22,4189,0,0,0
3620,01/07/20,8:00 AM,Kerala,-,-,2306,24,4442,154,2,253
3656,02/07/20,8:00 AM,Kerala,-,-,2439,24,4593,133,0,151
3692,03/07/20,8:00 AM,Kerala,-,-,2640,25,4753,201,1,160
3728,04/07/20,8:00 AM,Kerala,-,-,2841,25,4964,201,0,211
3764,05/07/20,8:00 AM,Kerala,-,-,3048,25,5204,207,0,240
3800,06/07/20,8:00 AM,Kerala,-,-,3174,25,5429,126,0,225
3836,07/07/20,8:00 AM,Kerala,-,-,3341,27,5622,167,2,193
3872,08/07/20,8:00 AM,Kerala,-,-,3452,27,5894,111,0,272
3908,09/07/20,8:00 AM,Kerala,-,-,3559,27,6195,107,0,301
3944,10/07/20,8:00 AM,Kerala,-,-,3708,27,6534,149,0,339
3980,11/07/20,8:00 AM,Kerala,-,-,3820,27,6950,112,0,416
4016,12/07/20,8:00 AM,Kerala,-,-,3963,29,7438,143,2,488
4052,13/07/20,8:00 AM,Kerala,-,-,4095,31,7873,132,2,435
4088,14/07/20,8:00 AM,Kerala,-,-,4257,33,8322,162,2,449
4124,15/07/20,8:00 AM,Kerala,-,-,4438,34,8930,181,1,608
4160,16/07/20,8:00 AM,Kerala,-,-,4634,35,9553,196,1,623
4196,17/07/20,8:00 AM,Kerala,-,-,4862,37,10275,228,2,722
4232,18/07/20,8:00 AM,Kerala,-,-,4995,38,11066,133,1,791
4268,19/07/20,8:00 AM,Kerala,-,-,5199,40,11659,204,2,593
4303,20/07/20,8:00 AM,Kerala,-,-,5371,42,12480,172,2,821
4338,21/07/20,8:00 AM,Kerala,-,-,5616,43,13274,245,1,794
60,07/03/20,6:00 PM,Ladakh,2,0,0,0,2,0,0,0
66,08/03/20,6:00 PM,Ladakh,2,0,0,0,2,0,0,0
74,09/03/20,6:00 PM,Ladakh,2,0,0,0,2,0,0,0
87,10/03/20,6:00 PM,Ladakh,2,0,0,0,2,0,0,0
105,11/03/20,6:00 PM,Ladakh,2,0,0,0,2,0,0,0
116,12/03/20,6:00 PM,Ladakh,3,0,0,0,3,0,0,1
129,13/03/20,6:00 PM,Ladakh,3,0,0,0,3,0,0,0
142,14/03/20,6:00 PM,Ladakh,3,0,0,0,3,0,0,0
160,15/03/20,6:00 PM,Ladakh,3,0,0,0,3,0,0,0
175,16/03/20,6:00 PM,Ladakh,4,0,0,0,4,0,0,1
190,17/03/20,6:00 PM,Ladakh,6,0,0,0,6,0,0,2
206,18/03/20,6:00 PM,Ladakh,8,0,0,0,8,0,0,2
225,19/03/20,6:00 PM,Ladakh,8,0,0,0,8,0,0,0
245,20/03/20,6:00 PM,Ladakh,10,0,0,0,10,0,0,2
267,21/03/20,6:00 PM,Ladakh,13,0,0,0,13,0,0,3
290,22/03/20,6:00 PM,Ladakh,13,0,0,0,13,0,0,0
313,23/03/20,6:00 PM,Ladakh,13,0,0,0,13,0,0,0
337,24/03/20,6:00 PM,Ladakh,13,0,0,0,13,0,0,0
362,25/03/20,6:00 PM,Ladakh,13,0,0,0,13,0,0,0
379,26/03/20,6:00 PM,Ladakh,13,0,0,0,13,0,0,0
406,27/03/20,10:00 AM,Ladakh,13,0,3,0,13,3,0,0
433,28/03/20,6:00 PM,Ladakh,13,0,3,0,13,0,0,0
460,29/03/20,7:30 PM,Ladakh,-,-,3,0,13,0,0,0
487,30/03/20,9:30 PM,Ladakh,-,-,3,0,13,0,0,0
515,31/03/20,8:30 PM,Ladakh,-,-,3,0,13,0,0,0
545,01/04/20,7:30 PM,Ladakh,-,-,3,0,13,0,0,0
574,02/04/20,6:00 PM,Ladakh,-,-,3,0,13,0,0,0
604,03/04/20,6:00 PM,Ladakh,-,-,3,0,14,0,0,1
635,04/04/20,6:00 PM,Ladakh,-,-,3,0,14,0,0,0
665,05/04/20,6:00 PM,Ladakh,-,-,10,0,14,7,0,0
695,06/04/20,6:00 PM,Ladakh,-,-,10,0,14,0,0,0
725,07/04/20,6:00 PM,Ladakh,-,-,10,0,14,0,0,0
756,08/04/20,5:00 PM,Ladakh,-,-,10,0,14,0,0,0
787,09/04/20,5:00 PM,Ladakh,-,-,10,0,14,0,0,0
818,10/04/20,5:00 PM,Ladakh,-,-,10,0,15,0,0,1
849,11/04/20,5:00 PM,Ladakh,-,-,10,0,15,0,0,0
880,12/04/20,5:00 PM,Ladakh,-,-,10,0,15,0,0,0
911,13/04/20,5:00 PM,Ladakh,-,-,10,0,15,0,0,0
943,14/04/20,5:00 PM,Ladakh,-,-,10,0,15,0,0,0
976,15/04/20,5:00 PM,Ladakh,-,-,10,0,17,0,0,2
1009,16/04/20,5:00 PM,Ladakh,-,-,10,0,17,0,0,0
1042,17/04/20,5:00 PM,Ladakh,-,-,14,0,18,4,0,1
1075,18/04/20,5:00 PM,Ladakh,-,-,14,0,18,0,0,0
1108,19/04/20,5:00 PM,Ladakh,-,-,14,0,18,0,0,0
1141,20/04/20,5:00 PM,Ladakh,-,-,14,0,18,0,0,0
1174,21/04/20,5:00 PM,Ladakh,-,-,14,0,18,0,0,0
1207,22/04/20,5:00 PM,Ladakh,-,-,14,0,18,0,0,0
1239,23/04/20,5:00 PM,Ladakh,-,-,14,0,18,0,0,0
1271,24/04/20,5:00 PM,Ladakh,-,-,14,0,18,0,0,0
1303,25/04/20,5:00 PM,Ladakh,-,-,14,0,20,0,0,2
1335,26/04/20,5:00 PM,Ladakh,-,-,14,0,20,0,0,0
1367,27/04/20,5:00 PM,Ladakh,-,-,14,0,20,0,0,0
1399,28/04/20,5:00 PM,Ladakh,-,-,16,0,22,2,0,2
1431,29/04/20,5:00 PM,Ladakh,-,-,16,0,22,0,0,0
1463,30/04/20,5:00 PM,Ladakh,-,-,16,0,22,0,0,0
1495,01/05/20,5:00 PM,Ladakh,-,-,16,0,22,0,0,0
1527,02/05/20,5:00 PM,Ladakh,-,-,17,0,22,1,0,0
1559,03/05/20,5:00 PM,Ladakh,-,-,17,0,40,0,0,18
1591,04/05/20,5:00 PM,Ladakh,-,-,17,0,41,0,0,1
1623,05/05/20,5:00 PM,Ladakh,-,-,17,0,41,0,0,0
1656,06/05/20,8:00 AM,Ladakh,-,-,17,0,41,0,0,0
1689,07/05/20,8:00 AM,Ladakh,-,-,17,0,41,0,0,0
1722,08/05/20,8:00 AM,Ladakh,-,-,17,0,42,0,0,1
1755,09/05/20,8:00 AM,Ladakh,-,-,17,0,42,0,0,0
1788,10/05/20,8:00 AM,Ladakh,-,-,17,0,42,0,0,0
1821,11/05/20,8:00 AM,Ladakh,-,-,21,0,42,4,0,0
1854,12/05/20,8:00 AM,Ladakh,-,-,21,0,42,0,0,0
1887,13/05/20,8:00 AM,Ladakh,-,-,21,0,42,0,0,0
1920,14/05/20,8:00 AM,Ladakh,-,-,22,0,43,1,0,1
1953,15/05/20,8:00 AM,Ladakh,-,-,22,0,43,0,0,0
1986,16/05/20,8:00 AM,Ladakh,-,-,22,0,43,0,0,0
2019,17/05/20,8:00 AM,Ladakh,-,-,22,0,43,0,0,0
2052,18/05/20,8:00 AM,Ladakh,-,-,24,0,43,2,0,0
2085,19/05/20,8:00 AM,Ladakh,-,-,41,0,43,17,0,0
2118,20/05/20,8:00 AM,Ladakh,-,-,43,0,43,2,0,0
2152,21/05/20,8:00 AM,Ladakh,-,-,43,0,44,0,0,1
2186,22/05/20,8:00 AM,Ladakh,-,-,43,0,44,0,0,0
2220,23/05/20,8:00 AM,Ladakh,-,-,43,0,44,0,0,0
2254,24/05/20,8:00 AM,Ladakh,-,-,43,0,49,0,0,5
2289,25/05/20,8:00 AM,Ladakh,-,-,43,0,52,0,0,3
2324,26/05/20,8:00 AM,Ladakh,-,-,43,0,52,0,0,0
2360,27/05/20,8:00 AM,Ladakh,-,-,43,0,53,0,0,1
2396,28/05/20,8:00 AM,Ladakh,-,-,43,0,53,0,0,0
2432,29/05/20,8:00 AM,Ladakh,-,-,43,0,73,0,0,20
2468,30/05/20,8:00 AM,Ladakh,-,-,43,0,74,0,0,1
2504,31/05/20,8:00 AM,Ladakh,-,-,43,0,74,0,0,0
2540,01/06/20,8:00 AM,Ladakh,-,-,43,0,74,0,0,0
2576,02/06/20,8:00 AM,Ladakh,-,-,43,0,77,0,0,3
2612,03/06/20,8:00 AM,Ladakh,-,-,47,1,81,4,1,4
2648,04/06/20,8:00 AM,Ladakh,-,-,48,1,90,1,0,9
2684,05/06/20,8:00 AM,Ladakh,-,-,48,1,90,0,0,0
2720,06/06/20,8:00 AM,Ladakh,-,-,48,1,97,0,0,7
2756,07/06/20,8:00 AM,Ladakh,-,-,48,1,99,0,0,2
2792,08/06/20,8:00 AM,Ladakh,-,-,50,1,103,2,0,4
2828,09/06/20,8:00 AM,Ladakh,-,-,52,1,103,2,0,0
2864,10/06/20,8:00 AM,Ladakh,-,-,52,1,108,0,0,5
2901,11/06/20,8:00 AM,Ladakh,-,-,52,1,115,0,0,7
2937,12/06/20,8:00 AM,Ladakh,-,-,54,1,135,2,0,20
2973,13/06/20,8:00 AM,Ladakh,-,-,62,1,239,8,0,104
3009,14/06/20,8:00 AM,Ladakh,-,-,68,1,437,6,0,198
3045,15/06/20,8:00 AM,Ladakh,-,-,80,1,549,12,0,112
3081,16/06/20,8:00 AM,Ladakh,-,-,82,1,555,2,0,6
3117,17/06/20,8:00 AM,Ladakh,-,-,85,1,649,3,0,94
3153,18/06/20,8:00 AM,Ladakh,-,-,92,1,687,7,0,38
3189,19/06/20,8:00 AM,Ladakh,-,-,95,1,687,3,0,0
3225,20/06/20,8:00 AM,Ladakh,-,-,95,1,744,0,0,57
3261,21/06/20,8:00 AM,Ladakh,-,-,117,1,836,22,0,92
3297,22/06/20,8:00 AM,Ladakh,-,-,134,1,837,17,0,1
3333,23/06/20,8:00 AM,Ladakh,-,-,136,1,847,2,0,10
3369,24/06/20,8:00 AM,Ladakh,-,-,148,1,932,12,0,85
3405,25/06/20,8:00 AM,Ladakh,-,-,274,1,941,126,0,9
3441,26/06/20,8:00 AM,Ladakh,-,-,358,1,941,84,0,0
3477,27/06/20,8:00 AM,Ladakh,-,-,358,1,946,0,0,5
3513,28/06/20,8:00 AM,Ladakh,-,-,554,1,960,196,0,14
3549,29/06/20,8:00 AM,Ladakh,-,-,586,1,963,32,0,3
3585,30/06/20,8:00 AM,Ladakh,-,-,616,1,964,30,0,1
3621,01/07/20,8:00 AM,Ladakh,-,-,648,1,973,32,0,9
3657,02/07/20,8:00 AM,Ladakh,-,-,694,1,990,46,0,17
3693,03/07/20,8:00 AM,Ladakh,-,-,730,1,990,36,0,0
3729,04/07/20,8:00 AM,Ladakh,-,-,777,1,1001,47,0,11
3765,05/07/20,8:00 AM,Ladakh,-,-,826,1,1005,49,0,4
3801,06/07/20,8:00 AM,Ladakh,-,-,826,1,1005,0,0,0
3837,07/07/20,8:00 AM,Ladakh,-,-,836,1,1005,10,0,0
3873,08/07/20,8:00 AM,Ladakh,-,-,836,1,1041,0,0,36
3909,09/07/20,8:00 AM,Ladakh,-,-,836,1,1041,0,0,0
3945,10/07/20,8:00 AM,Ladakh,-,-,915,1,1055,79,0,14
3981,11/07/20,8:00 AM,Ladakh,-,-,917,1,1064,2,0,9
4017,12/07/20,8:00 AM,Ladakh,-,-,928,1,1077,11,0,13
4053,13/07/20,8:00 AM,Ladakh,-,-,928,1,1086,0,0,9
4089,14/07/20,8:00 AM,Ladakh,-,-,946,1,1093,18,0,7
4125,15/07/20,8:00 AM,Ladakh,-,-,946,1,1093,0,0,0
4161,16/07/20,8:00 AM,Ladakh,-,-,964,1,1142,18,0,49
4197,17/07/20,8:00 AM,Ladakh,-,-,970,1,1147,6,0,5
4233,18/07/20,8:00 AM,Ladakh,-,-,973,1,1151,3,0,4
4269,19/07/20,8:00 AM,Ladakh,-,-,985,1,1159,12,0,8
4304,20/07/20,8:00 AM,Ladakh,-,-,1003,2,1178,18,1,19
4339,21/07/20,8:00 AM,Ladakh,-,-,1007,2,1195,4,0,17
257,21/03/20,6:00 PM,Madhya Pradesh,4,0,0,0,4,0,0,0
280,22/03/20,6:00 PM,Madhya Pradesh,4,0,0,0,4,0,0,0
303,23/03/20,6:00 PM,Madhya Pradesh,6,0,0,0,6,0,0,2
326,24/03/20,6:00 PM,Madhya Pradesh,7,0,0,0,7,0,0,1
350,25/03/20,6:00 PM,Madhya Pradesh,14,0,0,0,14,0,0,7
380,26/03/20,6:00 PM,Madhya Pradesh,20,0,0,1,20,0,1,6
407,27/03/20,10:00 AM,Madhya Pradesh,20,0,0,1,20,0,0,0
434,28/03/20,6:00 PM,Madhya Pradesh,30,0,0,2,30,0,1,10
461,29/03/20,7:30 PM,Madhya Pradesh,-,-,0,2,30,0,0,0
488,30/03/20,9:30 PM,Madhya Pradesh,-,-,0,3,47,0,1,17
516,31/03/20,8:30 PM,Madhya Pradesh,-,-,0,3,47,0,0,0
546,01/04/20,7:30 PM,Madhya Pradesh,-,-,0,3,66,0,0,19
575,02/04/20,6:00 PM,Madhya Pradesh,-,-,0,6,99,0,3,33
605,03/04/20,6:00 PM,Madhya Pradesh,-,-,0,6,104,0,0,5
636,04/04/20,6:00 PM,Madhya Pradesh,-,-,0,6,104,0,0,0
666,05/04/20,6:00 PM,Madhya Pradesh,-,-,0,9,165,0,3,61
696,06/04/20,6:00 PM,Madhya Pradesh,-,-,0,9,165,0,0,0
726,07/04/20,6:00 PM,Madhya Pradesh,-,-,0,13,229,0,4,64
757,08/04/20,5:00 PM,Madhya Pradesh,-,-,0,13,229,0,0,0
788,09/04/20,5:00 PM,Madhya Pradesh,-,-,0,16,259,0,3,30
819,10/04/20,5:00 PM,Madhya Pradesh,-,-,0,16,259,0,0,0
850,11/04/20,5:00 PM,Madhya Pradesh,-,-,0,33,443,0,17,184
881,12/04/20,5:00 PM,Madhya Pradesh,-,-,0,36,564,0,3,121
912,13/04/20,5:00 PM,Madhya Pradesh,-,-,44,43,604,44,7,40
944,14/04/20,5:00 PM,Madhya Pradesh,-,-,51,50,730,7,7,126
977,15/04/20,5:00 PM,Madhya Pradesh,-,-,64,53,987,13,3,257
1010,16/04/20,5:00 PM,Madhya Pradesh,-,-,64,53,1120,0,0,133
1043,17/04/20,5:00 PM,Madhya Pradesh,-,-,65,57,1308,1,4,188
1076,18/04/20,5:00 PM,Madhya Pradesh,-,-,69,69,1355,4,12,47
1109,19/04/20,5:00 PM,Madhya Pradesh,-,-,127,70,1407,58,1,52
1142,20/04/20,5:00 PM,Madhya Pradesh,-,-,127,74,1485,0,4,78
1175,21/04/20,5:00 PM,Madhya Pradesh,-,-,127,76,1540,0,2,55
1208,22/04/20,5:00 PM,Madhya Pradesh,-,-,148,80,1592,21,4,52
1240,23/04/20,5:00 PM,Madhya Pradesh,-,-,148,81,1695,0,1,103
1272,24/04/20,5:00 PM,Madhya Pradesh,-,-,203,83,1852,55,2,157
1304,25/04/20,5:00 PM,Madhya Pradesh,-,-,210,92,1952,7,9,100
1336,26/04/20,5:00 PM,Madhya Pradesh,-,-,210,99,2096,0,7,144
1368,27/04/20,5:00 PM,Madhya Pradesh,-,-,302,106,2168,92,7,72
1400,28/04/20,5:00 PM,Madhya Pradesh,-,-,361,113,2368,59,7,200
1432,29/04/20,5:00 PM,Madhya Pradesh,-,-,377,119,2561,16,6,193
1464,30/04/20,5:00 PM,Madhya Pradesh,-,-,461,130,2660,84,11,99
1496,01/05/20,5:00 PM,Madhya Pradesh,-,-,482,137,2719,21,7,59
1528,02/05/20,5:00 PM,Madhya Pradesh,-,-,524,145,2719,42,8,0
1560,03/05/20,5:00 PM,Madhya Pradesh,-,-,798,156,2846,274,11,127
1592,04/05/20,5:00 PM,Madhya Pradesh,-,-,798,165,2942,0,9,96
1624,05/05/20,5:00 PM,Madhya Pradesh,-,-,1000,176,3049,202,11,107
1657,06/05/20,8:00 AM,Madhya Pradesh,-,-,1000,176,3049,0,0,0
1690,07/05/20,8:00 AM,Madhya Pradesh,-,-,1099,185,3138,99,9,89
1723,08/05/20,8:00 AM,Madhya Pradesh,-,-,1231,193,3252,132,8,114
1756,09/05/20,8:00 AM,Madhya Pradesh,-,-,1349,200,3341,118,7,89
1789,10/05/20,8:00 AM,Madhya Pradesh,-,-,1676,215,3614,327,15,273
1822,11/05/20,8:00 AM,Madhya Pradesh,-,-,1676,215,3614,0,0,0
1855,12/05/20,8:00 AM,Madhya Pradesh,-,-,1747,221,3785,71,6,171
1888,13/05/20,8:00 AM,Madhya Pradesh,-,-,1860,225,3986,113,4,201
1921,14/05/20,8:00 AM,Madhya Pradesh,-,-,2004,232,4173,144,7,187
1954,15/05/20,8:00 AM,Madhya Pradesh,-,-,2171,237,4426,167,5,253
1987,16/05/20,8:00 AM,Madhya Pradesh,-,-,2283,239,4595,112,2,169
2020,17/05/20,8:00 AM,Madhya Pradesh,-,-,2315,243,4789,32,4,194
2053,18/05/20,8:00 AM,Madhya Pradesh,-,-,2403,248,4977,88,5,188
2086,19/05/20,8:00 AM,Madhya Pradesh,-,-,2435,252,5236,32,4,259
2119,20/05/20,8:00 AM,Madhya Pradesh,-,-,2630,258,5465,195,6,229
2153,21/05/20,8:00 AM,Madhya Pradesh,-,-,2733,267,5735,103,9,270
2187,22/05/20,8:00 AM,Madhya Pradesh,-,-,2843,270,5981,110,3,246
2221,23/05/20,8:00 AM,Madhya Pradesh,-,-,3089,272,6170,246,2,189
2255,24/05/20,8:00 AM,Madhya Pradesh,-,-,3267,281,6371,178,9,201
2290,25/05/20,8:00 AM,Madhya Pradesh,-,-,3408,290,6665,141,9,294
2325,26/05/20,8:00 AM,Madhya Pradesh,-,-,3571,300,6859,163,10,194
2361,27/05/20,8:00 AM,Madhya Pradesh,-,-,3689,305,7024,118,5,165
2397,28/05/20,8:00 AM,Madhya Pradesh,-,-,3927,313,7261,238,8,237
2433,29/05/20,8:00 AM,Madhya Pradesh,-,-,4050,321,7453,123,8,192
2469,30/05/20,8:00 AM,Madhya Pradesh,-,-,4269,334,7645,219,13,192
2505,31/05/20,8:00 AM,Madhya Pradesh,-,-,4444,343,7891,175,9,246
2541,01/06/20,8:00 AM,Madhya Pradesh,-,-,4842,350,8089,398,7,198
2577,02/06/20,8:00 AM,Madhya Pradesh,-,-,5003,358,8283,161,8,194
2613,03/06/20,8:00 AM,Madhya Pradesh,-,-,5221,364,8420,218,6,137
2649,04/06/20,8:00 AM,Madhya Pradesh,-,-,5445,371,8588,224,7,168
2685,05/06/20,8:00 AM,Madhya Pradesh,-,-,5637,377,8762,192,6,174
2721,06/06/20,8:00 AM,Madhya Pradesh,-,-,5878,384,8996,241,7,234
2757,07/06/20,8:00 AM,Madhya Pradesh,-,-,6108,399,9228,230,15,232
2793,08/06/20,8:00 AM,Madhya Pradesh,-,-,6331,412,9401,223,13,173
2829,09/06/20,8:00 AM,Madhya Pradesh,-,-,6536,414,9638,205,2,237
2865,10/06/20,8:00 AM,Madhya Pradesh,-,-,6729,420,9849,193,6,211
2902,11/06/20,8:00 AM,Madhya Pradesh,-,-,6892,427,10049,163,7,200
2938,12/06/20,8:00 AM,Madhya Pradesh,-,-,7042,431,10241,150,4,192
2974,13/06/20,8:00 AM,Madhya Pradesh,-,-,7201,440,10443,159,9,202
3010,14/06/20,8:00 AM,Madhya Pradesh,-,-,7377,447,10641,176,7,198
3046,15/06/20,8:00 AM,Madhya Pradesh,-,-,7677,459,10802,300,12,161
3082,16/06/20,8:00 AM,Madhya Pradesh,-,-,7903,465,10935,226,6,133
3118,17/06/20,8:00 AM,Madhya Pradesh,-,-,8152,476,11083,249,11,148
3154,18/06/20,8:00 AM,Madhya Pradesh,-,-,8388,482,11244,236,6,161
3190,19/06/20,8:00 AM,Madhya Pradesh,-,-,8632,486,11426,244,4,182
3226,20/06/20,8:00 AM,Madhya Pradesh,-,-,8748,495,11582,116,9,156
3262,21/06/20,8:00 AM,Madhya Pradesh,-,-,8880,501,11724,132,6,142
3298,22/06/20,8:00 AM,Madhya Pradesh,-,-,9015,515,11903,135,14,179
3334,23/06/20,8:00 AM,Madhya Pradesh,-,-,9215,521,12078,200,6,175
3370,24/06/20,8:00 AM,Madhya Pradesh,-,-,9335,525,12261,120,4,183
3406,25/06/20,8:00 AM,Madhya Pradesh,-,-,9473,534,12448,138,9,187
3442,26/06/20,8:00 AM,Madhya Pradesh,-,-,9619,542,12596,146,8,148
3478,27/06/20,8:00 AM,Madhya Pradesh,-,-,9804,546,12798,185,4,202
3514,28/06/20,8:00 AM,Madhya Pradesh,-,-,9971,550,12965,167,4,167
3550,29/06/20,8:00 AM,Madhya Pradesh,-,-,10084,557,13186,113,7,221
3586,30/06/20,8:00 AM,Madhya Pradesh,-,-,10199,564,13370,115,7,184
3622,01/07/20,8:00 AM,Madhya Pradesh,-,-,10395,572,13593,196,8,223
3658,02/07/20,8:00 AM,Madhya Pradesh,-,-,10655,581,13861,260,9,268
3694,03/07/20,8:00 AM,Madhya Pradesh,-,-,10815,589,14106,160,8,245
3730,04/07/20,8:00 AM,Madhya Pradesh,-,-,11049,593,14297,234,4,191
3766,05/07/20,8:00 AM,Madhya Pradesh,-,-,11234,598,14604,185,5,307
3802,06/07/20,8:00 AM,Madhya Pradesh,-,-,11411,608,14930,177,10,326
3838,07/07/20,8:00 AM,Madhya Pradesh,-,-,11579,617,15284,168,9,354
3874,08/07/20,8:00 AM,Madhya Pradesh,-,-,11768,622,15627,189,5,343
3910,09/07/20,8:00 AM,Madhya Pradesh,-,-,11987,629,16036,219,7,409
3946,10/07/20,8:00 AM,Madhya Pradesh,-,-,12232,634,16341,245,5,305
3982,11/07/20,8:00 AM,Madhya Pradesh,-,-,12481,638,16657,249,4,316
4018,12/07/20,8:00 AM,Madhya Pradesh,-,-,12679,644,17201,198,6,544
4054,13/07/20,8:00 AM,Madhya Pradesh,-,-,12876,653,17632,197,9,431
4090,14/07/20,8:00 AM,Madhya Pradesh,-,-,13208,663,18207,332,10,575
4126,15/07/20,8:00 AM,Madhya Pradesh,-,-,13575,673,19005,367,10,798
4162,16/07/20,8:00 AM,Madhya Pradesh,-,-,13908,682,19643,333,9,638
4198,17/07/20,8:00 AM,Madhya Pradesh,-,-,14127,689,20378,219,7,735
4234,18/07/20,8:00 AM,Madhya Pradesh,-,-,14514,697,21081,387,8,703
4270,19/07/20,8:00 AM,Madhya Pradesh,-,-,14864,706,21763,350,9,682
4305,20/07/20,8:00 AM,Madhya Pradesh,-,-,15311,721,22600,447,15,837
4340,21/07/20,8:00 AM,Madhya Pradesh,-,-,15684,738,23310,373,17,710
77,09/03/20,6:00 PM,Maharashtra,2,0,0,0,2,0,0,0
92,10/03/20,6:00 PM,Maharashtra,5,0,0,0,5,0,0,3
98,11/03/20,6:00 PM,Maharashtra,2,0,0,0,2,0,0,0
121,12/03/20,6:00 PM,Maharashtra,11,0,0,0,11,0,0,9
134,13/03/20,6:00 PM,Maharashtra,14,0,0,0,14,0,0,3
147,14/03/20,6:00 PM,Maharashtra,14,0,0,0,14,0,0,0
154,15/03/20,6:00 PM,Maharashtra,32,0,0,0,32,0,0,18
168,16/03/20,6:00 PM,Maharashtra,32,0,0,0,32,0,0,0
183,17/03/20,6:00 PM,Maharashtra,36,3,0,1,39,0,1,7
198,18/03/20,6:00 PM,Maharashtra,39,3,0,1,42,0,0,3
216,19/03/20,6:00 PM,Maharashtra,44,3,0,1,47,0,0,5
236,20/03/20,6:00 PM,Maharashtra,49,3,0,1,52,0,0,5
258,21/03/20,6:00 PM,Maharashtra,60,3,0,1,63,0,0,11
281,22/03/20,6:00 PM,Maharashtra,64,3,0,2,67,0,1,4
304,23/03/20,6:00 PM,Maharashtra,71,3,0,2,74,0,0,7
327,24/03/20,6:00 PM,Maharashtra,86,3,0,2,89,0,0,15
351,25/03/20,6:00 PM,Maharashtra,125,3,1,3,128,1,1,39
381,26/03/20,6:00 PM,Maharashtra,121,3,1,3,124,0,0,0
408,27/03/20,10:00 AM,Maharashtra,127,3,15,4,130,14,1,6
435,28/03/20,6:00 PM,Maharashtra,177,3,25,5,180,10,1,50
462,29/03/20,7:30 PM,Maharashtra,-,-,25,6,186,0,1,6
489,30/03/20,9:30 PM,Maharashtra,-,-,25,8,198,0,2,12
517,31/03/20,8:30 PM,Maharashtra,-,-,39,9,216,14,1,18
547,01/04/20,7:30 PM,Maharashtra,-,-,39,9,302,0,0,86
576,02/04/20,6:00 PM,Maharashtra,-,-,42,13,335,3,4,33
606,03/04/20,6:00 PM,Maharashtra,-,-,42,16,335,0,3,0
637,04/04/20,6:00 PM,Maharashtra,-,-,42,24,490,0,8,155
667,05/04/20,6:00 PM,Maharashtra,-,-,42,24,490,0,0,0
697,06/04/20,6:00 PM,Maharashtra,-,-,56,45,748,14,21,258
727,07/04/20,6:00 PM,Maharashtra,-,-,56,48,868,0,3,120
758,08/04/20,5:00 PM,Maharashtra,-,-,79,64,1018,23,16,150
789,09/04/20,5:00 PM,Maharashtra,-,-,117,72,1135,38,8,117
820,10/04/20,5:00 PM,Maharashtra,-,-,125,97,1364,8,25,229
851,11/04/20,5:00 PM,Maharashtra,-,-,188,110,1574,63,13,210
882,12/04/20,5:00 PM,Maharashtra,-,-,208,127,1761,20,17,187
913,13/04/20,5:00 PM,Maharashtra,-,-,217,149,1985,9,22,224
945,14/04/20,5:00 PM,Maharashtra,-,-,229,160,2337,12,11,352
978,15/04/20,5:00 PM,Maharashtra,-,-,259,178,2687,30,18,350
1011,16/04/20,5:00 PM,Maharashtra,-,-,295,187,2919,36,9,232
1044,17/04/20,5:00 PM,Maharashtra,-,-,300,194,3205,5,7,286
1077,18/04/20,5:00 PM,Maharashtra,-,-,331,201,3323,31,7,118
1110,19/04/20,5:00 PM,Maharashtra,-,-,365,211,3651,34,10,328
1143,20/04/20,5:00 PM,Maharashtra,-,-,507,223,4203,142,12,552
1176,21/04/20,5:00 PM,Maharashtra,-,-,572,232,4669,65,9,466
1209,22/04/20,5:00 PM,Maharashtra,-,-,722,251,5221,150,19,552
1241,23/04/20,5:00 PM,Maharashtra,-,-,789,269,5652,67,18,431
1273,24/04/20,5:00 PM,Maharashtra,-,-,840,283,6430,51,14,778
1305,25/04/20,5:00 PM,Maharashtra,-,-,957,301,6817,117,18,387
1337,26/04/20,5:00 PM,Maharashtra,-,-,1076,323,7628,119,22,811
1369,27/04/20,5:00 PM,Maharashtra,-,-,1188,342,8068,112,19,440
1401,28/04/20,5:00 PM,Maharashtra,-,-,1282,369,8590,94,27,522
1433,29/04/20,5:00 PM,Maharashtra,-,-,1388,400,9318,106,31,728
1465,30/04/20,5:00 PM,Maharashtra,-,-,1593,432,9915,205,32,597
1497,01/05/20,5:00 PM,Maharashtra,-,-,1773,459,10498,180,27,583
